order_id,date,customer_name,product,quantity,unit_price,total,region,sales_rep
ORD-0056,2023-06-10,Mega Corp,Webcam,5,581.15,2905.75,East,Jane Smith
ORD-0057,2023-09-18,Small Business,Keyboard,10,61.2,612.0,West,Bob Johnson
ORD-0058,2023-09-28,Tech Solutions,Monitor,8,746.32,5970.56,East,John Doe
ORD-0059,2023-01-30,Acme Corp,Monitor,6,706.05,4236.299999999999,East,Alice Brown
ORD-0060,2023-02-01,Small Business,Phone,4,405.02,1620.08,East,Alice Brown
ORD-0061,2023-07-22,Global Industries,Tablet,6,181.07,1086.42,North,Bob Johnson
ORD-0062,2023-07-17,Mega Corp,Tablet,3,827.45,2482.3500000000004,North,John Doe
ORD-0063,2023-04-25,Global Industries,Laptop,1,87.61,87.61,South,John Doe
ORD-0064,2023-06-26,Acme Corp,Monitor,1,479.37,479.37,South,Charlie Wilson
ORD-0065,2023-07-09,Enterprise Ltd,Phone,8,430.05,3440.4,Central,Alice Brown
ORD-0066,2023-09-15,Acme Corp,Webcam,3,940.92,2822.7599999999998,West,John Doe
ORD-0067,2023-11-22,Acme Corp,Laptop,10,926.07,9260.7,South,Jane Smith
ORD-0068,2023-01-11,Enterprise Ltd,Tablet,4,596.05,2384.2,South,Charlie Wilson
ORD-0069,2023-12-14,Enterprise Ltd,Webcam,5,722.41,3612.0499999999997,South,Alice Brown
ORD-0070,2023-07-07,Global Industries,Phone,7,727.97,5095.79,West,Jane Smith
ORD-0071,2023-03-21,Global Industries,Keyboard,5,151.58,757.9000000000001,Central,Jane Smith
ORD-0072,2023-04-14,Mega Corp,Mouse,2,373.0,746.0,East,John Doe
ORD-0073,2023-10-13,XYZ Inc,Mouse,5,743.38,3716.9,East,Charlie Wilson
ORD-0074,2023-06-11,Small Business,Tablet,7,113.22,792.54,South,Jane Smith
ORD-0075,2023-10-24,Tech Solutions,Headphones,7,197.47,1382.29,West,John Doe
ORD-0076,2023-09-09,Global Industries,Phone,7,401.77,2812.39,East,Alice Brown
ORD-0077,2023-03-20,Startup Co,Mouse,5,523.35,2616.75,South,Jane Smith
ORD-0078,2023-06-05,Global Industries,Laptop,6,768.5,4611.0,East,Bob Johnson
ORD-0079,2023-01-29,Mega Corp,Monitor,1,851.7,851.7,West,Jane Smith
ORD-0080,2023-11-02,Small Business,Webcam,9,865.53,7789.7699999999995,South,Bob Johnson
ORD-0081,2023-12-02,Acme Corp,Laptop,2,619.67,1239.34,Central,Charlie Wilson
ORD-0082,2023-01-21,Tech Solutions,Headphones,2,921.45,1842.9,West,Charlie Wilson
ORD-0083,2023-09-26,Acme Corp,Laptop,4,668.06,2672.24,West,Bob Johnson
ORD-0084,2023-12-12,Global Industries,Mouse,8,480.87,3846.96,North,Jane Smith
ORD-0085,2023-01-12,Global Industries,Laptop,10,290.03,2900.2999999999997,Central,Charlie Wilson
ORD-0086,2023-06-19,Global Industries,Keyboard,1,238.61,238.61,North,Alice Brown
ORD-0087,2023-03-28,Startup Co,Webcam,3,220.3,660.9000000000001,Central,Charlie Wilson
ORD-0088,2023-04-13,Enterprise Ltd,Headphones,5,375.65,1878.25,East,Jane Smith
ORD-0089,2023-05-22,Global Industries,Mouse,10,423.22,4232.200000000001,East,Charlie Wilson
ORD-0090,2023-10-26,Mega Corp,Tablet,1,461.6,461.6,East,Alice Brown
ORD-0091,2023-08-03,Global Industries,Laptop,10,492.11,4921.1,West,Jane Smith
ORD-0092,2023-02-06,Enterprise Ltd,Phone,3,652.68,1958.04,Central,Charlie Wilson
ORD-0093,2023-05-13,Acme Corp,Monitor,2,616.15,1232.3,Central,Jane Smith
ORD-0094,2023-05-17,XYZ Inc,Webcam,7,469.67,3287.69,Central,Bob Johnson
ORD-0095,2023-11-19,Acme Corp,Laptop,5,205.04,1025.2,South,John Doe
ORD-0096,2023-06-30,Small Business,Mouse,4,401.9,1607.6,North,Bob Johnson
ORD-0097,2023-10-30,Small Business,Monitor,9,77.2,694.8000000000001,South,Jane Smith
ORD-0098,2023-11-15,XYZ Inc,Tablet,4,236.31,945.24,Central,Alice Brown
ORD-0099,2023-08-24,Acme Corp,Headphones,8,840.87,6726.96,West,John Doe
ORD-0100,2023-07-19,XYZ Inc,Monitor,2,933.11,1866.22,North,Charlie Wilson
ORD-0101,2023-12-01,Mega Corp,Tablet,3,490.68,1472.04,West,Bob Johnson
ORD-0102,2023-05-19,Enterprise Ltd,Headphones,1,484.8,484.8,Central,Bob Johnson
ORD-0103,2023-04-08,Tech Solutions,Mouse,2,798.49,1596.98,South,Charlie Wilson
ORD-0104,2023-06-30,Mega Corp,Webcam,1,410.42,410.42,South,Alice Brown
ORD-0105,2023-03-20,Enterprise Ltd,Phone,4,326.63,1306.52,Central,Charlie Wilson
ORD-0106,2023-09-24,Tech Solutions,Mouse,6,134.09,804.54,Central,Jane Smith
ORD-0107,2023-11-27,XYZ Inc,Headphones,3,714.82,2144.46,West,John Doe
ORD-0108,2023-11-28,Mega Corp,Mouse,6,710.62,4263.72,West,Bob Johnson
ORD-0109,2023-05-31,Enterprise Ltd,Phone,3,856.46,2569.38,East,Alice Brown
ORD-0110,2023-04-09,Enterprise Ltd,Tablet,3,243.32,729.96,North,Bob Johnson
ORD-0111,2023-10-25,Mega Corp,Phone,4,377.83,1511.32,East,Charlie Wilson
ORD-0112,2023-10-13,XYZ Inc,Tablet,1,970.45,970.45,North,Jane Smith
ORD-0113,2023-12-09,Mega Corp,Laptop,4,981.12,3924.48,Central,Alice Brown
ORD-0114,2023-07-25,Small Business,Monitor,2,778.39,1556.78,Central,Alice Brown
ORD-0115,2023-11-26,Small Business,Tablet,5,186.61,933.0500000000001,Central,Bob Johnson
ORD-0116,2023-04-24,XYZ Inc,Monitor,8,846.48,6771.84,North,John Doe
ORD-0117,2023-07-09,Startup Co,Monitor,4,811.38,3245.52,West,John Doe
ORD-0118,2023-03-30,Enterprise Ltd,Monitor,3,508.36,1525.08,North,Jane Smith
ORD-0119,2023-03-05,Acme Corp,Webcam,4,893.61,3574.44,West,Alice Brown
ORD-0120,2023-06-14,Acme Corp,Laptop,1,413.92,413.92,West,Jane Smith
ORD-0121,2023-12-25,Mega Corp,Tablet,3,13.16,39.480000000000004,West,Charlie Wilson
ORD-0122,2023-06-21,Startup Co,Webcam,4,894.17,3576.68,South,Jane Smith
ORD-0123,2023-07-15,Enterprise Ltd,Laptop,6,894.03,5364.18,South,Jane Smith
ORD-0124,2023-05-23,Small Business,Phone,7,493.69,3455.83,East,John Doe
ORD-0125,2023-08-23,Tech Solutions,Phone,1,291.4,291.4,West,Charlie Wilson
ORD-0126,2023-11-16,Enterprise Ltd,Headphones,7,378.39,2648.73,Central,Charlie Wilson
ORD-0127,2023-11-16,Enterprise Ltd,Phone,4,442.31,1769.24,East,John Doe
ORD-0128,2023-12-06,Global Industries,Headphones,7,233.37,1633.5900000000001,South,Charlie Wilson
ORD-0129,2023-05-23,Enterprise Ltd,Mouse,10,975.79,9757.9,West,Charlie Wilson
ORD-0130,2023-05-02,Global Industries,Headphones,1,344.87,344.87,East,Bob Johnson
ORD-0131,2023-06-30,Mega Corp,Mouse,5,564.0,2820.0,Central,Charlie Wilson
ORD-0132,2023-07-21,Mega Corp,Mouse,3,558.68,1676.04,West,Jane Smith
ORD-0133,2023-07-28,Small Business,Keyboard,3,993.01,2979.0299999999997,Central,Charlie Wilson
ORD-0134,2023-08-22,Mega Corp,Phone,2,442.31,884.62,East,Alice Brown
ORD-0135,2023-01-25,XYZ Inc,Keyboard,4,684.91,2739.64,East,Alice Brown
ORD-0136,2023-04-26,Startup Co,Headphones,2,478.58,957.16,Central,Alice Brown
ORD-0137,2023-12-16,Mega Corp,Tablet,9,959.45,8635.050000000001,South,Alice Brown
ORD-0138,2023-11-04,Global Industries,Mouse,3,167.29,501.87,Central,John Doe
ORD-0139,2023-08-30,Acme Corp,Headphones,9,543.2,4888.8,Central,Alice Brown
ORD-0140,2023-04-21,XYZ Inc,Monitor,1,709.67,709.67,Central,Alice Brown
ORD-0141,2023-02-14,Small Business,Tablet,8,87.73,701.84,North,Bob Johnson
ORD-0142,2023-03-19,Startup Co,Laptop,3,153.09,459.27,East,John Doe
ORD-0143,2023-12-29,Tech Solutions,Tablet,8,750.19,6001.52,North,Bob Johnson
ORD-0144,2023-12-29,Enterprise Ltd,Laptop,6,754.53,4527.18,North,Alice Brown
ORD-0145,2023-11-03,Global Industries,Monitor,8,459.04,3672.32,South,John Doe
ORD-0146,2023-06-27,Global Industries,Webcam,5,125.16,625.8,South,Jane Smith
ORD-0147,2023-05-06,Enterprise Ltd,Keyboard,3,26.67,80.01,Central,Charlie Wilson
ORD-0148,2023-02-27,Global Industries,Monitor,4,151.55,606.2,West,Charlie Wilson
ORD-0149,2023-08-10,XYZ Inc,Tablet,5,883.79,4418.95,Central,Bob Johnson
ORD-0150,2023-11-29,Tech Solutions,Webcam,1,798.39,798.39,South,Bob Johnson
ORD-0151,2023-11-04,Mega Corp,Laptop,4,216.32,865.28,West,John Doe
ORD-0152,2023-01-28,XYZ Inc,Phone,1,712.89,712.89,West,Bob Johnson
ORD-0153,2023-04-30,Small Business,Monitor,3,618.48,1855.44,North,Charlie Wilson
ORD-0154,2023-07-01,Startup Co,Keyboard,9,886.31,7976.789999999999,West,Bob Johnson
ORD-0155,2023-03-11,Enterprise Ltd,Tablet,7,52.38,366.66,West,Charlie Wilson
ORD-0156,2023-09-12,Enterprise Ltd,Headphones,4,890.61,3562.44,Central,Jane Smith
ORD-0157,2023-08-27,XYZ Inc,Laptop,5,739.78,3698.8999999999996,North,Bob Johnson
ORD-0158,2023-01-16,Mega Corp,Headphones,7,465.13,3255.91,North,Jane Smith
ORD-0159,2023-12-28,Mega Corp,Mouse,3,540.45,1621.3500000000001,East,Alice Brown
ORD-0160,2023-09-01,Small Business,Webcam,6,237.45,1424.6999999999998,East,Jane Smith
ORD-0161,2023-03-03,Startup Co,Webcam,5,790.73,3953.65,East,Jane Smith
ORD-0162,2023-11-23,Global Industries,Mouse,6,268.89,1613.34,West,Alice Brown
ORD-0163,2023-03-19,Acme Corp,Keyboard,8,520.95,4167.6,South,Alice Brown
ORD-0164,2023-06-11,Global Industries,Monitor,3,853.46,2560.38,East,John Doe
ORD-0165,2023-11-26,Tech Solutions,Phone,8,564.77,4518.16,East,Jane Smith
ORD-0166,2023-01-23,Mega Corp,Keyboard,6,556.14,3336.84,Central,John Doe
ORD-0167,2023-01-25,Global Industries,Laptop,6,560.5,3363.0,South,John Doe
ORD-0168,2023-08-07,Enterprise Ltd,Webcam,4,983.62,3934.48,Central,Charlie Wilson
ORD-0169,2023-05-25,Tech Solutions,Tablet,3,714.86,2144.58,Central,Bob Johnson
ORD-0170,2023-03-01,Startup Co,Tablet,10,383.36,3833.6000000000004,East,Charlie Wilson
ORD-0171,2023-12-06,Mega Corp,Keyboard,1,193.18,193.18,West,Bob Johnson
ORD-0172,2023-10-09,Global Industries,Webcam,5,260.31,1301.55,Central,Jane Smith
ORD-0173,2023-10-09,Mega Corp,Monitor,7,19.4,135.79999999999998,East,Charlie Wilson
ORD-0174,2023-02-24,Tech Solutions,Tablet,7,877.25,6140.75,North,Charlie Wilson
ORD-0175,2023-03-20,Mega Corp,Webcam,10,476.72,4767.200000000001,South,Charlie Wilson
ORD-0176,2023-08-12,Mega Corp,Keyboard,7,174.64,1222.48,South,John Doe
ORD-0177,2023-07-11,Mega Corp,Mouse,4,777.24,3108.96,South,Alice Brown
ORD-0178,2023-07-21,XYZ Inc,Tablet,4,717.82,2871.28,North,John Doe
ORD-0179,2023-07-10,Enterprise Ltd,Tablet,5,971.12,4855.6,South,Jane Smith
ORD-0180,2023-04-24,XYZ Inc,Mouse,3,45.12,135.35999999999999,West,Jane Smith
ORD-0181,2023-02-16,XYZ Inc,Webcam,6,10.21,61.260000000000005,South,Alice Brown
ORD-0182,2023-04-06,Enterprise Ltd,Mouse,1,554.11,554.11,East,Alice Brown
ORD-0183,2023-06-29,Startup Co,Webcam,6,43.92,263.52,South,Bob Johnson
ORD-0184,2023-06-05,Small Business,Keyboard,8,703.23,5625.84,Central,Alice Brown
ORD-0185,2023-06-08,Small Business,Keyboard,1,12.5,12.5,Central,Jane Smith
ORD-0186,2023-01-18,Tech Solutions,Mouse,1,832.85,832.85,East,Charlie Wilson
ORD-0187,2023-08-31,Startup Co,Headphones,10,813.35,8133.5,South,Bob Johnson
ORD-0188,2023-01-30,Global Industries,Mouse,2,461.19,922.38,West,Alice Brown
ORD-0189,2023-10-23,Small Business,Mouse,4,504.81,2019.24,Central,Charlie Wilson
ORD-0190,2023-08-02,Enterprise Ltd,Phone,10,274.16,2741.6000000000004,West,Bob Johnson
ORD-0191,2023-02-09,Global Industries,Tablet,1,927.99,927.99,East,Jane Smith
ORD-0192,2023-08-10,Global Industries,Phone,3,742.78,2228.34,Central,Jane Smith
ORD-0193,2023-10-12,Startup Co,Laptop,6,581.36,3488.16,East,Charlie Wilson
ORD-0194,2023-07-26,Startup Co,Headphones,8,866.89,6935.12,East,Alice Brown
ORD-0195,2023-10-29,Global Industries,Mouse,7,430.67,3014.69,East,Bob Johnson
ORD-0196,2023-06-10,Acme Corp,Mouse,9,973.8,8764.199999999999,North,John Doe
ORD-0197,2023-07-17,Acme Corp,Phone,2,907.95,1815.9,East,Jane Smith
ORD-0198,2023-05-01,Small Business,Webcam,8,787.18,6297.44,South,Alice Brown
ORD-0199,2023-12-08,Acme Corp,Monitor,6,451.25,2707.5,West,Alice Brown
ORD-0200,2023-02-03,Enterprise Ltd,Monitor,3,813.09,2439.27,West,Alice Brown
ORD-0201,2023-05-21,Startup Co,Monitor,9,184.31,1658.79,Central,Jane Smith
ORD-0202,2023-12-13,Mega Corp,Phone,5,590.96,2954.8,North,Alice Brown
ORD-0203,2023-11-16,Small Business,Mouse,10,635.17,6351.7,Central,Alice Brown
ORD-0204,2023-05-15,Global Industries,Phone,6,630.96,3785.76,West,Charlie Wilson
ORD-0205,2023-12-13,XYZ Inc,Tablet,5,626.27,3131.35,East,Alice Brown
ORD-0206,2023-08-16,Small Business,Tablet,10,837.08,8370.800000000001,South,John Doe
ORD-0207,2023-09-18,Enterprise Ltd,Laptop,7,197.07,1379.49,South,Jane Smith
ORD-0208,2023-04-14,XYZ Inc,Phone,6,411.41,2468.46,West,Jane Smith
ORD-0209,2023-01-30,Startup Co,Monitor,1,148.4,148.4,South,John Doe
ORD-0210,2023-12-25,Startup Co,Phone,4,955.69,3822.76,Central,Jane Smith
ORD-0211,2023-06-10,Tech Solutions,Tablet,9,323.41,2910.69,South,Bob Johnson
ORD-0212,2023-07-27,XYZ Inc,Monitor,1,781.21,781.21,South,Charlie Wilson
ORD-0213,2023-09-19,Startup Co,Webcam,3,366.74,1100.22,North,Alice Brown
ORD-0214,2023-03-15,XYZ Inc,Tablet,1,869.99,869.99,East,Alice Brown
ORD-0215,2023-04-24,Acme Corp,Headphones,5,963.65,4818.25,East,Jane Smith
ORD-0216,2023-05-11,Startup Co,Mouse,9,260.99,2348.91,East,Alice Brown
ORD-0217,2023-11-10,Tech Solutions,Headphones,6,180.6,1083.6,North,Bob Johnson
ORD-0218,2023-09-08,Startup Co,Monitor,8,335.76,2686.08,South,Bob Johnson
ORD-0219,2023-08-12,XYZ Inc,Monitor,1,520.98,520.98,East,Bob Johnson
ORD-0220,2023-11-17,Mega Corp,Keyboard,8,889.03,7112.24,Central,John Doe
ORD-0221,2023-03-24,Global Industries,Keyboard,7,86.21,603.4699999999999,East,Alice Brown
ORD-0222,2023-08-12,XYZ Inc,Keyboard,4,497.32,1989.28,North,John Doe
ORD-0223,2023-06-16,Enterprise Ltd,Webcam,8,665.77,5326.16,North,Charlie Wilson
ORD-0224,2023-07-28,Tech Solutions,Laptop,3,706.16,2118.48,West,John Doe
ORD-0225,2023-10-28,Mega Corp,Monitor,7,525.04,3675.2799999999997,Central,Alice Brown
ORD-0226,2023-05-25,XYZ Inc,Headphones,8,43.68,349.44,Central,Alice Brown
ORD-0227,2023-12-20,Acme Corp,Phone,10,651.7,6517.0,East,John Doe
ORD-0228,2023-01-20,Acme Corp,Webcam,6,483.22,2899.32,Central,Charlie Wilson
ORD-0229,2023-05-17,XYZ Inc,Laptop,8,622.0,4976.0,East,Charlie Wilson
ORD-0230,2023-05-16,Enterprise Ltd,Webcam,8,183.97,1471.76,West,Bob Johnson
ORD-0231,2023-03-17,XYZ Inc,Webcam,6,786.36,4718.16,Central,Charlie Wilson
ORD-0232,2023-12-16,Mega Corp,Laptop,5,622.16,3110.7999999999997,East,Jane Smith
ORD-0233,2023-06-08,Startup Co,Keyboard,1,855.34,855.34,North,John Doe
ORD-0234,2023-04-22,Mega Corp,Laptop,9,844.87,7603.83,East,John Doe
ORD-0235,2023-11-11,Mega Corp,Tablet,1,344.66,344.66,North,Charlie Wilson
ORD-0236,2023-01-14,Mega Corp,Headphones,5,494.07,2470.35,South,Charlie Wilson
ORD-0237,2023-03-13,Startup Co,Mouse,10,385.38,3853.8,West,Bob Johnson
ORD-0238,2023-01-07,Enterprise Ltd,Headphones,5,331.68,1658.4,East,Charlie Wilson
ORD-0239,2023-05-01,Startup Co,Phone,3,298.13,894.39,North,Bob Johnson
ORD-0240,2023-09-19,Tech Solutions,Tablet,10,985.16,9851.6,Central,Jane Smith
ORD-0241,2023-05-09,Tech Solutions,Monitor,7,547.49,3832.4300000000003,Central,John Doe
ORD-0242,2023-02-12,Global Industries,Laptop,10,352.97,3529.7000000000003,West,Charlie Wilson
ORD-0243,2023-11-20,Global Industries,Webcam,9,403.68,3633.12,North,Bob Johnson
ORD-0244,2023-06-19,Global Industries,Monitor,9,647.01,5823.09,West,John Doe
ORD-0245,2023-04-11,XYZ Inc,Mouse,7,704.25,4929.75,East,Bob Johnson
ORD-0246,2023-10-20,Global Industries,Headphones,4,402.68,1610.72,South,John Doe
ORD-0247,2023-07-30,Tech Solutions,Headphones,2,616.72,1233.44,North,Charlie Wilson
ORD-0248,2023-06-01,Mega Corp,Keyboard,6,445.55,2673.3,East,John Doe
ORD-0249,2023-02-18,Small Business,Headphones,10,214.94,2149.4,Central,Alice Brown
ORD-0250,2023-05-13,Acme Corp,Tablet,10,551.8,5518.0,South,Alice Brown
ORD-0251,2023-07-28,Acme Corp,Laptop,5,276.07,1380.35,East,John Doe
ORD-0252,2023-10-05,Small Business,Monitor,7,709.83,4968.81,North,John Doe
ORD-0253,2023-04-01,Tech Solutions,Keyboard,3,256.19,768.5699999999999,West,Jane Smith
ORD-0254,2023-02-20,Acme Corp,Phone,2,901.84,1803.68,Central,Bob Johnson
ORD-0255,2023-10-03,Tech Solutions,Phone,9,662.97,5966.7300000000005,East,Bob Johnson
ORD-0256,2023-02-12,Acme Corp,Tablet,8,935.53,7484.24,Central,John Doe
ORD-0257,2023-07-19,XYZ Inc,Laptop,2,713.8,1427.6,Central,Jane Smith
ORD-0258,2023-03-01,Tech Solutions,Monitor,9,533.89,4805.01,South,Jane Smith
ORD-0259,2023-02-28,Acme Corp,Mouse,7,834.65,5842.55,South,Jane Smith
ORD-0260,2023-10-15,Mega Corp,Laptop,8,872.34,6978.72,Central,Bob Johnson
ORD-0261,2023-01-04,Startup Co,Keyboard,4,248.47,993.88,East,John Doe
ORD-0262,2023-03-03,XYZ Inc,Laptop,8,423.82,3390.56,North,John Doe
ORD-0263,2023-04-29,Tech Solutions,Tablet,3,103.82,311.46,West,Bob Johnson
ORD-0264,2023-10-25,Small Business,Keyboard,4,334.7,1338.8,East,Charlie Wilson
ORD-0265,2023-01-20,Acme Corp,Tablet,8,263.85,2110.8,East,Jane Smith
ORD-0266,2023-03-07,Global Industries,Phone,3,522.27,1566.81,North,Bob Johnson
ORD-0267,2023-09-12,Enterprise Ltd,Mouse,3,965.7,2897.1000000000004,West,Jane Smith
ORD-0268,2023-05-16,Acme Corp,Mouse,4,503.1,2012.4,East,Charlie Wilson
ORD-0269,2023-01-26,Tech Solutions,Laptop,9,178.23,1604.07,West,John Doe
ORD-0270,2023-01-25,Mega Corp,Laptop,5,144.41,722.05,South,Alice Brown
ORD-0271,2023-03-08,Small Business,Laptop,3,562.65,1687.9499999999998,East,John Doe
ORD-0272,2023-11-30,Global Industries,Laptop,5,597.35,2986.75,South,Alice Brown
ORD-0273,2023-08-14,Tech Solutions,Phone,2,148.9,297.8,East,Alice Brown
ORD-0274,2023-06-30,Small Business,Laptop,6,237.76,1426.56,East,Charlie Wilson
ORD-0275,2023-02-28,Enterprise Ltd,Phone,4,155.32,621.28,North,Alice Brown
ORD-0276,2023-08-08,Enterprise Ltd,Laptop,10,978.8,9788.0,Central,John Doe
ORD-0277,2023-01-11,Global Industries,Keyboard,2,136.15,272.3,East,Charlie Wilson
ORD-0278,2023-09-19,Global Industries,Mouse,3,784.55,2353.6499999999996,West,Jane Smith
ORD-0279,2023-06-23,Acme Corp,Monitor,2,210.4,420.8,South,Jane Smith
ORD-0280,2023-07-18,Startup Co,Phone,9,82.49,742.41,West,Jane Smith
ORD-0281,2023-03-10,Enterprise Ltd,Laptop,2,536.01,1072.02,Central,John Doe
ORD-0282,2023-06-29,Tech Solutions,Mouse,6,518.01,3108.06,East,Charlie Wilson
ORD-0283,2023-09-18,Global Industries,Laptop,5,335.1,1675.5,South,Alice Brown
ORD-0284,2023-02-26,Acme Corp,Phone,4,879.37,3517.48,South,Alice Brown
ORD-0285,2023-08-05,Tech Solutions,Phone,5,786.91,3934.5499999999997,West,Alice Brown
ORD-0286,2023-02-02,Startup Co,Phone,10,380.27,3802.7,East,Jane Smith
ORD-0287,2023-08-21,Tech Solutions,Mouse,5,861.71,4308.55,Central,John Doe
ORD-0288,2023-04-08,Global Industries,Headphones,1,685.29,685.29,North,Charlie Wilson
ORD-0289,2023-11-02,XYZ Inc,Mouse,3,753.34,2260.02,Central,John Doe
ORD-0290,2023-12-24,Enterprise Ltd,Webcam,3,583.42,1750.2599999999998,East,Charlie Wilson
ORD-0291,2023-09-03,XYZ Inc,Mouse,4,464.73,1858.92,Central,Charlie Wilson
ORD-0292,2023-08-26,Acme Corp,Monitor,8,273.31,2186.48,East,Charlie Wilson
ORD-0293,2023-07-04,Mega Corp,Headphones,7,831.98,5823.860000000001,Central,John Doe
ORD-0294,2023-01-19,Acme Corp,Keyboard,2,669.95,1339.9,East,Charlie Wilson
ORD-0295,2023-05-07,Startup Co,Webcam,1,133.04,133.04,East,Alice Brown
ORD-0296,2023-02-04,Small Business,Headphones,10,321.16,3211.6000000000004,West,Charlie Wilson
